sale_id,date,medication,category,unit,quantity_sold,unit_price,payment_method,total_price
1813,2025-03-19,Amlodipine 5mg,Gastrointestinal,Strip,2,169.95,Cash,339.9
1848,2025-03-19,Levothyroxine 50mcg,Gastrointestinal,Strip,18,220.61,Insurance,3970.98
1863,2025-03-19,Cetirizine 10mg,Thyroid,Bottle,10,95.34,Cash,953.4
68,2025-03-20,Amlodipine 5mg,Cardiovascular,Strip,7,130.83,UPI,915.81
216,2025-03-20,Amlodipine 5mg,Gastrointestinal,Bottle,24,29.1,Card,698.4
309,2025-03-20,Paracetamol 500mg,Vitamins & Supplements,Tab,15,80.6,Cash,1209.0
317,2025-03-20,Amoxicillin 500mg,Thyroid,Tab,24,220.5,Cash,5292.0
363,2025-03-20,Atorvastatin 10mg,Gastrointestinal,Tab,19,23.26,Insurance,441.94
376,2025-03-20,Amoxicillin 500mg,Diabetes,Vial,9,56.8,Insurance,511.2
398,2025-03-20,Vitamin D3 1000IU,Gastrointestinal,Bottle,6,124.32,Cash,745.92
506,2025-03-20,Cetirizine 10mg,Pain Relief,Strip,12,89.01,Card,1068.12
655,2025-03-20,Levothyroxine 50mcg,Thyroid,Strip,13,23.56,UPI,306.28
736,2025-03-20,Azithromycin 500mg,Vitamins & Supplements,Vial,22,212.01,Insurance,4664.22
841,2025-03-20,Amlodipine 5mg,Gastrointestinal,Strip,15,220.62,Insurance,3309.3
875,2025-03-20,Cetirizine 10mg,Allergy,Tab,8,48.56,Card,388.48
923,2025-03-20,Azithromycin 500mg,Pain Relief,Tab,10,138.96,Insurance,1389.6
1068,2025-03-20,Amlodipine 5mg,Gastrointestinal,Strip,9,223.65,Cash,2012.85
1192,2025-03-20,Vitamin D3 1000IU,Thyroid,Tab,5,216.06,Cash,1080.3
1252,2025-03-20,Metformin 500mg,Thyroid,Tab,7,212.54,Insurance,1487.78
1279,2025-03-20,Paracetamol 500mg,Thyroid,Tab,6,225.08,Card,1350.48
1281,2025-03-20,Metformin 500mg,Cardiovascular,Strip,17,25.87,Insurance,439.79
1308,2025-03-20,Vitamin D3 1000IU,Vitamins & Supplements,Vial,8,112.56,UPI,900.48
1450,2025-03-20,Vitamin D3 1000IU,Gastrointestinal,Capsule,19,112.58,Cash,2139.02
1562,2025-03-20,Levothyroxine 50mcg,Gastrointestinal,Strip,7,23.82,Cash,166.74
1565,2025-03-20,Amlodipine 5mg,Vitamins & Supplements,Tab,16,163.86,Cash,2621.76
1683,2025-03-20,Paracetamol 500mg,Diabetes,Vial,19,39.03,Insurance,741.57
1691,2025-03-20,Omeprazole 20mg,Pain Relief,Bottle,13,180.88,UPI,2351.44
1812,2025-03-20,Amoxicillin 500mg,Thyroid,Bottle,14,71.47,Cash,1000.58
1983,2025-03-20,Levothyroxine 50mcg,Cardiovascular,Tab,1,17.92,UPI,17.92
7,2025-03-21,Levothyroxine 50mcg,Antibiotics,Vial,12,133.33,Insurance,1599.96
29,2025-03-21,Pantoprazole 40mg,Cardiovascular,Tab,12,115.3,Card,1383.6
54,2025-03-21,Amoxicillin 500mg,Vitamins & Supplements,Strip,6,88.09,Cash,528.54
106,2025-03-21,Amoxicillin 500mg,Pain Relief,Capsule,8,98.8,Insurance,790.4
396,2025-03-21,Pantoprazole 40mg,Cardiovascular,Bottle,20,56.73,Cash,1134.6
423,2025-03-21,Pantoprazole 40mg,Antibiotics,Strip,6,79.49,UPI,476.94
458,2025-03-21,Amoxicillin 500mg,Thyroid,Bottle,21,155.44,UPI,3264.24
621,2025-03-21,Paracetamol 500mg,Pain Relief,Tab,17,184.46,UPI,3135.82
705,2025-03-21,Amlodipine 5mg,Gastrointestinal,Capsule,21,94.39,UPI,1982.19
766,2025-03-21,Cetirizine 10mg,Gastrointestinal,Bottle,6,31.4,UPI,188.4
865,2025-03-21,Atorvastatin 10mg,Diabetes,Bottle,16,216.74,Insurance,3467.84
868,2025-03-21,Amoxicillin 500mg,Pain Relief,Capsule,21,95.65,Insurance,2008.65
955,2025-03-21,Ibuprofen 400mg,Gastrointestinal,Vial,1,243.57,Cash,243.57
968,2025-03-21,Azithromycin 500mg,Pain Relief,Vial,22,38.0,Card,836.0
988,2025-03-21,Atorvastatin 10mg,Thyroid,Vial,11,197.67,Card,2174.37
1029,2025-03-21,Levothyroxine 50mcg,Allergy,Strip,22,184.62,UPI,4061.64
1106,2025-03-21,Ibuprofen 400mg,Allergy,Bottle,9,211.09,Insurance,1899.81
1112,2025-03-21,Amlodipine 5mg,Thyroid,Bottle,9,19.71,Insurance,177.39
1228,2025-03-21,Pantoprazole 40mg,Allergy,Bottle,19,157.96,Cash,3001.24
1349,2025-03-21,Ibuprofen 400mg,Pain Relief,Capsule,9,36.62,Card,329.58
1500,2025-03-21,Vitamin D3 1000IU,Allergy,Capsule,17,83.12,Cash,1413.04
1513,2025-03-21,Pantoprazole 40mg,Vitamins & Supplements,Capsule,23,158.55,UPI,3646.65
1558,2025-03-21,Amoxicillin 500mg,Gastrointestinal,Bottle,11,166.24,Insurance,1828.64
1660,2025-03-21,Atorvastatin 10mg,Antibiotics,Strip,18,73.72,Insurance,1326.96
1671,2025-03-21,Vitamin D3 1000IU,Antibiotics,Tab,12,103.88,Card,1246.56
1741,2025-03-21,Amlodipine 5mg,Vitamins & Supplements,Tab,11,194.3,Insurance,2137.3
1757,2025-03-21,Omeprazole 20mg,Thyroid,Tab,10,209.3,Insurance,2093.0
1774,2025-03-21,Cetirizine 10mg,Antibiotics,Strip,1,46.38,Cash,46.38
1789,2025-03-21,Azithromycin 500mg,Antibiotics,Strip,6,71.78,Card,430.68
1866,2025-03-21,Paracetamol 500mg,Pain Relief,Strip,23,244.23,UPI,5617.29
1892,2025-03-21,Cetirizine 10mg,Gastrointestinal,Capsule,7,63.0,Insurance,441.0
20,2025-03-22,Metformin 500mg,Gastrointestinal,Capsule,21,55.81,Insurance,1172.01
33,2025-03-22,Pantoprazole 40mg,Antibiotics,Strip,18,48.02,Insurance,864.36
160,2025-03-22,Atorvastatin 10mg,Allergy,Capsule,9,162.42,Cash,1461.78
204,2025-03-22,Metformin 500mg,Vitamins & Supplements,Bottle,10,59.63,UPI,596.3
297,2025-03-22,Azithromycin 500mg,Cardiovascular,Capsule,22,30.41,Cash,669.02
409,2025-03-22,Azithromycin 500mg,Thyroid,Capsule,17,82.5,Cash,1402.5
411,2025-03-22,Pantoprazole 40mg,Cardiovascular,Bottle,12,204.57,Insurance,2454.84
476,2025-03-22,Paracetamol 500mg,Cardiovascular,Bottle,2,39.93,UPI,79.86
521,2025-03-22,Pantoprazole 40mg,Gastrointestinal,Bottle,19,32.65,Insurance,620.35
525,2025-03-22,Amlodipine 5mg,Antibiotics,Tab,1,235.12,Card,235.12
528,2025-03-22,Amoxicillin 500mg,Pain Relief,Bottle,13,128.47,Card,1670.11
595,2025-03-22,Omeprazole 20mg,Gastrointestinal,Bottle,23,165.7,Card,3811.1
604,2025-03-22,Ibuprofen 400mg,Allergy,Vial,2,114.13,Insurance,228.26
739,2025-03-22,Vitamin D3 1000IU,Pain Relief,Tab,17,242.42,UPI,4121.14
815,2025-03-22,Omeprazole 20mg,Pain Relief,Capsule,1,241.04,Cash,241.04
958,2025-03-22,Amoxicillin 500mg,Allergy,Vial,21,90.37,Insurance,1897.77
1111,2025-03-22,Omeprazole 20mg,Antibiotics,Bottle,18,87.49,Cash,1574.82
1131,2025-03-22,Metformin 500mg,Pain Relief,Vial,18,177.94,Card,3202.92
1148,2025-03-22,Amoxicillin 500mg,Pain Relief,Vial,12,146.95,Card,1763.4
1186,2025-03-22,Azithromycin 500mg,Vitamins & Supplements,Tab,10,71.03,Cash,710.3
1203,2025-03-22,Amlodipine 5mg,Cardiovascular,Capsule,11,83.78,UPI,921.58
1227,2025-03-22,Azithromycin 500mg,Thyroid,Strip,9,208.79,Cash,1879.11
1338,2025-03-22,Pantoprazole 40mg,Cardiovascular,Tab,20,77.19,Card,1543.8
1413,2025-03-22,Paracetamol 500mg,Gastrointestinal,Tab,9,232.08,Insurance,2088.72
1494,2025-03-22,Paracetamol 500mg,Diabetes,Vial,23,46.78,Cash,1075.94
1554,2025-03-22,Atorvastatin 10mg,Diabetes,Bottle,10,158.12,Cash,1581.2
1567,2025-03-22,Paracetamol 500mg,Cardiovascular,Capsule,12,162.71,Card,1952.52
1703,2025-03-22,Ibuprofen 400mg,Antibiotics,Bottle,8,235.44,Insurance,1883.52
1727,2025-03-22,Atorvastatin 10mg,Antibiotics,Vial,6,214.84,UPI,1289.04
1756,2025-03-22,Azithromycin 500mg,Thyroid,Strip,22,88.5,Cash,1947.0
1805,2025-03-22,Atorvastatin 10mg,Antibiotics,Bottle,11,19.58,Insurance,215.38
1893,2025-03-22,Amlodipine 5mg,Gastrointestinal,Strip,15,73.09,Card,1096.35
1941,2025-03-22,Amlodipine 5mg,Gastrointestinal,Tab,20,135.72,Cash,2714.4
11,2025-03-23,Levothyroxine 50mcg,Cardiovascular,Capsule,6,60.28,Cash,361.68
102,2025-03-23,Pantoprazole 40mg,Thyroid,Tab,22,237.83,UPI,5232.26
154,2025-03-23,Omeprazole 20mg,Gastrointestinal,Bottle,7,215.85,UPI,1510.95
192,2025-03-23,Omeprazole 20mg,Pain Relief,Strip,13,84.23,UPI,1094.99
271,2025-03-23,Cetirizine 10mg,Antibiotics,Strip,14,144.09,Insurance,2017.26
333,2025-03-23,Azithromycin 500mg,Diabetes,Capsule,23,81.71,Cash,1879.33
460,2025-03-23,Cetirizine 10mg,Allergy,Capsule,17,203.04,UPI,3451.68
477,2025-03-23,Cetirizine 10mg,Gastrointestinal,Capsule,4,172.55,UPI,690.2
514,2025-03-23,Cetirizine 10mg,Allergy,Capsule,1,81.95,UPI,81.95
520,2025-03-23,Atorvastatin 10mg,Antibiotics,Strip,22,17.3,UPI,380.6
574,2025-03-23,Paracetamol 500mg,Diabetes,Capsule,1,119.74,Insurance,119.74
627,2025-03-23,Levothyroxine 50mcg,Thyroid,Strip,10,204.14,UPI,2041.4
683,2025-03-23,Vitamin D3 1000IU,Allergy,Tab,20,234.2,Card,4684.0
722,2025-03-23,Amlodipine 5mg,Allergy,Capsule,18,123.12,UPI,2216.16
729,2025-03-23,Amoxicillin 500mg,Antibiotics,Capsule,11,248.73,UPI,2736.03
769,2025-03-23,Pantoprazole 40mg,Gastrointestinal,Bottle,2,191.8,Cash,383.6
783,2025-03-23,Metformin 500mg,Pain Relief,Strip,15,25.9,Cash,388.5
890,2025-03-23,Ibuprofen 400mg,Allergy,Tab,18,118.45,Card,2132.1
980,2025-03-23,Amlodipine 5mg,Cardiovascular,Vial,16,134.63,Card,2154.08
1026,2025-03-23,Ibuprofen 400mg,Diabetes,Vial,24,225.29,UPI,5406.96
1083,2025-03-23,Amlodipine 5mg,Diabetes,Vial,2,239.58,Insurance,479.16
1152,2025-03-23,Amlodipine 5mg,Cardiovascular,Tab,22,240.98,Cash,5301.56
1165,2025-03-23,Amlodipine 5mg,Diabetes,Vial,14,185.0,UPI,2590.0
1301,2025-03-23,Amlodipine 5mg,Allergy,Bottle,3,212.83,Cash,638.49
1371,2025-03-23,Azithromycin 500mg,Vitamins & Supplements,Bottle,17,240.5,Cash,4088.5
1457,2025-03-23,Paracetamol 500mg,Antibiotics,Bottle,3,168.52,Insurance,505.56
1496,2025-03-23,Cetirizine 10mg,Pain Relief,Bottle,13,110.85,Cash,1441.05
1505,2025-03-23,Omeprazole 20mg,Antibiotics,Vial,10,57.99,Insurance,579.9
1576,2025-03-23,Vitamin D3 1000IU,Allergy,Capsule,9,97.57,Card,878.13
1620,2025-03-23,Atorvastatin 10mg,Pain Relief,Bottle,20,159.64,Cash,3192.8
1633,2025-03-23,Pantoprazole 40mg,Cardiovascular,Bottle,23,146.57,Insurance,3371.11
1670,2025-03-23,Ibuprofen 400mg,Pain Relief,Vial,12,158.56,Insurance,1902.72
1688,2025-03-23,Amoxicillin 500mg,Gastrointestinal,Vial,12,182.08,Cash,2184.96
1712,2025-03-23,Omeprazole 20mg,Gastrointestinal,Strip,3,31.26,UPI,93.78
1736,2025-03-23,Vitamin D3 1000IU,Pain Relief,Bottle,6,111.17,Cash,667.02
1753,2025-03-23,Atorvastatin 10mg,Diabetes,Tab,21,128.44,Insurance,2697.24
1868,2025-03-23,Cetirizine 10mg,Gastrointestinal,Bottle,5,114.5,Cash,572.5
1890,2025-03-23,Atorvastatin 10mg,Allergy,Capsule,3,203.71,Card,611.13
1906,2025-03-23,Amoxicillin 500mg,Vitamins & Supplements,Bottle,16,157.13,Insurance,2514.08
1933,2025-03-23,Ibuprofen 400mg,Diabetes,Capsule,21,137.41,Card,2885.61
14,2025-03-24,Metformin 500mg,Diabetes,Bottle,11,138.56,Card,1524.16
18,2025-03-24,Amoxicillin 500mg,Diabetes,Vial,8,27.62,Cash,220.96
23,2025-03-24,Levothyroxine 50mcg,Thyroid,Tab,21,224.63,Cash,4717.23
112,2025-03-24,Ibuprofen 400mg,Allergy,Tab,17,202.17,Insurance,3436.89
127,2025-03-24,Metformin 500mg,Allergy,Capsule,22,211.63,Card,4655.86
131,2025-03-24,Azithromycin 500mg,Vitamins & Supplements,Tab,24,180.91,UPI,4341.84
155,2025-03-24,Ibuprofen 400mg,Antibiotics,Bottle,24,163.18,Insurance,3916.32
243,2025-03-24,Azithromycin 500mg,Antibiotics,Strip,6,137.23,Insurance,823.38
249,2025-03-24,Vitamin D3 1000IU,Vitamins & Supplements,Strip,10,60.91,Cash,609.1
292,2025-03-24,Ibuprofen 400mg,Cardiovascular,Capsule,22,111.05,Cash,2443.1
364,2025-03-24,Azithromycin 500mg,Gastrointestinal,Bottle,13,150.14,UPI,1951.82
368,2025-03-24,Metformin 500mg,Pain Relief,Strip,21,216.57,Card,4547.97
448,2025-03-24,Azithromycin 500mg,Allergy,Vial,12,147.74,UPI,1772.88
472,2025-03-24,Pantoprazole 40mg,Thyroid,Vial,20,90.95,Cash,1819.0
498,2025-03-24,Atorvastatin 10mg,Antibiotics,Strip,4,162.85,UPI,651.4
647,2025-03-24,Atorvastatin 10mg,Vitamins & Supplements,Bottle,5,38.8,Card,194.0
656,2025-03-24,Cetirizine 10mg,Thyroid,Bottle,4,227.1,Card,908.4
711,2025-03-24,Cetirizine 10mg,Cardiovascular,Bottle,3,19.57,Insurance,58.71
721,2025-03-24,Pantoprazole 40mg,Diabetes,Bottle,2,110.6,Card,221.2
900,2025-03-24,Pantoprazole 40mg,Diabetes,Vial,22,91.56,Insurance,2014.32
1051,2025-03-24,Amlodipine 5mg,Gastrointestinal,Bottle,18,98.61,Card,1774.98
1069,2025-03-24,Levothyroxine 50mcg,Diabetes,Tab,14,180.2,UPI,2522.8
1154,2025-03-24,Atorvastatin 10mg,Thyroid,Bottle,13,129.75,Insurance,1686.75
1238,2025-03-24,Omeprazole 20mg,Pain Relief,Vial,8,187.69,UPI,1501.52
1248,2025-03-24,Azithromycin 500mg,Vitamins & Supplements,Capsule,1,204.35,Insurance,204.35
1316,2025-03-24,Levothyroxine 50mcg,Allergy,Capsule,9,137.84,UPI,1240.56
1427,2025-03-24,Amlodipine 5mg,Allergy,Vial,23,132.57,Insurance,3049.11
1543,2025-03-24,Atorvastatin 10mg,Allergy,Vial,1,127.48,Card,127.48
1549,2025-03-24,Metformin 500mg,Diabetes,Capsule,24,204.33,UPI,4903.92
1632,2025-03-24,Amlodipine 5mg,Gastrointestinal,Tab,4,158.02,UPI,632.08
1649,2025-03-24,Atorvastatin 10mg,Allergy,Strip,22,28.27,Insurance,621.94
1705,2025-03-24,Levothyroxine 50mcg,Gastrointestinal,Strip,17,17.31,UPI,294.27
1803,2025-03-24,Metformin 500mg,Pain Relief,Bottle,19,235.37,Card,4472.03
1862,2025-03-24,Amlodipine 5mg,Cardiovascular,Vial,1,73.56,Card,73.56
1921,2025-03-24,Pantoprazole 40mg,Antibiotics,Tab,17,20.91,Insurance,355.47
35,2025-03-25,Paracetamol 500mg,Diabetes,Vial,22,146.94,UPI,3232.68
59,2025-03-25,Omeprazole 20mg,Antibiotics,Tab,24,78.31,Cash,1879.44
114,2025-03-25,Atorvastatin 10mg,Cardiovascular,Vial,2,167.74,Insurance,335.48
124,2025-03-25,Levothyroxine 50mcg,Cardiovascular,Capsule,5,41.41,UPI,207.05
222,2025-03-25,Omeprazole 20mg,Allergy,Strip,13,220.34,Insurance,2864.42
331,2025-03-25,Levothyroxine 50mcg,Allergy,Strip,18,112.59,UPI,2026.62
379,2025-03-25,Ibuprofen 400mg,Allergy,Bottle,5,48.57,Cash,242.85
381,2025-03-25,Cetirizine 10mg,Diabetes,Strip,10,200.64,UPI,2006.4
464,2025-03-25,Atorvastatin 10mg,Antibiotics,Capsule,2,70.01,UPI,140.02
497,2025-03-25,Amlodipine 5mg,Gastrointestinal,Capsule,9,248.14,Cash,2233.26
523,2025-03-25,Cetirizine 10mg,Allergy,Capsule,12,215.8,UPI,2589.6
587,2025-03-25,Azithromycin 500mg,Vitamins & Supplements,Capsule,10,182.06,Cash,1820.6
704,2025-03-25,Atorvastatin 10mg,Vitamins & Supplements,Capsule,7,120.76,Cash,845.32
730,2025-03-25,Amlodipine 5mg,Pain Relief,Tab,6,128.27,Cash,769.62
738,2025-03-25,Ibuprofen 400mg,Diabetes,Strip,15,79.73,Cash,1195.95
763,2025-03-25,Amoxicillin 500mg,Vitamins & Supplements,Capsule,1,152.22,UPI,152.22
819,2025-03-25,Atorvastatin 10mg,Thyroid,Strip,1,91.31,UPI,91.31
853,2025-03-25,Atorvastatin 10mg,Cardiovascular,Bottle,8,215.75,UPI,1726.0
936,2025-03-25,Amoxicillin 500mg,Gastrointestinal,Bottle,20,168.5,Cash,3370.0
957,2025-03-25,Ibuprofen 400mg,Diabetes,Capsule,1,43.18,Cash,43.18
1095,2025-03-25,Vitamin D3 1000IU,Cardiovascular,Capsule,12,83.32,Card,999.84
1177,2025-03-25,Amlodipine 5mg,Diabetes,Bottle,9,209.28,Cash,1883.52
1189,2025-03-25,Amoxicillin 500mg,Thyroid,Vial,24,39.74,Card,953.76
1193,2025-03-25,Levothyroxine 50mcg,Diabetes,Tab,7,139.71,Insurance,977.97
1357,2025-03-25,Paracetamol 500mg,Vitamins & Supplements,Vial,22,48.4,Cash,1064.8
1360,2025-03-25,Cetirizine 10mg,Gastrointestinal,Tab,23,110.73,Insurance,2546.79
1374,2025-03-25,Azithromycin 500mg,Vitamins & Supplements,Capsule,24,220.53,Insurance,5292.72
1467,2025-03-25,Paracetamol 500mg,Cardiovascular,Vial,21,117.66,Cash,2470.86
1526,2025-03-25,Metformin 500mg,Antibiotics,Capsule,11,105.19,Cash,1157.09
1544,2025-03-25,Azithromycin 500mg,Cardiovascular,Capsule,22,25.5,Insurance,561.0
1723,2025-03-25,Vitamin D3 1000IU,Pain Relief,Bottle,14,224.85,Cash,3147.9
1749,2025-03-25,Azithromycin 500mg,Antibiotics,Capsule,11,175.92,Insurance,1935.12
1831,2025-03-25,Amlodipine 5mg,Vitamins & Supplements,Bottle,16,178.37,Insurance,2853.92
1835,2025-03-25,Paracetamol 500mg,Thyroid,Capsule,19,193.07,Insurance,3668.33
1874,2025-03-25,Metformin 500mg,Cardiovascular,Bottle,8,119.05,Insurance,952.4
1876,2025-03-25,Ibuprofen 400mg,Pain Relief,Bottle,19,228.67,Insurance,4344.73
1942,2025-03-25,Amoxicillin 500mg,Pain Relief,Bottle,15,71.46,UPI,1071.9
1981,2025-03-25,Levothyroxine 50mcg,Thyroid,Vial,11,44.36,Insurance,487.96
1997,2025-03-25,Cetirizine 10mg,Cardiovascular,Capsule,23,125.56,Card,2887.88
65,2025-03-26,Amoxicillin 500mg,Allergy,Tab,24,186.58,UPI,4477.92
91,2025-03-26,Pantoprazole 40mg,Gastrointestinal,Tab,21,37.25,Cash,782.25
113,2025-03-26,Amlodipine 5mg,Vitamins & Supplements,Bottle,11,143.56,UPI,1579.16
171,2025-03-26,Atorvastatin 10mg,Pain Relief,Capsule,14,42.14,Card,589.96
179,2025-03-26,Amlodipine 5mg,Antibiotics,Tab,15,161.5,UPI,2422.5
280,2025-03-26,Amoxicillin 500mg,Pain Relief,Vial,20,68.28,UPI,1365.6
314,2025-03-26,Pantoprazole 40mg,Allergy,Vial,11,149.26,Insurance,1641.86
341,2025-03-26,Amlodipine 5mg,Cardiovascular,Strip,23,15.92,UPI,366.16
482,2025-03-26,Paracetamol 500mg,Pain Relief,Bottle,18,190.13,UPI,3422.34
494,2025-03-26,Paracetamol 500mg,Vitamins & Supplements,Strip,12,40.2,Cash,482.4
570,2025-03-26,Levothyroxine 50mcg,Allergy,Bottle,23,168.71,Cash,3880.33
572,2025-03-26,Azithromycin 500mg,Gastrointestinal,Vial,15,52.35,UPI,785.25
600,2025-03-26,Amoxicillin 500mg,Allergy,Vial,18,89.98,Card,1619.64
618,2025-03-26,Atorvastatin 10mg,Vitamins & Supplements,Bottle,3,46.13,Insurance,138.39
619,2025-03-26,Azithromycin 500mg,Cardiovascular,Vial,12,172.99,Card,2075.88
685,2025-03-26,Azithromycin 500mg,Vitamins & Supplements,Capsule,7,176.73,Cash,1237.11
688,2025-03-26,Atorvastatin 10mg,Allergy,Capsule,21,46.84,Cash,983.64
690,2025-03-26,Metformin 500mg,Pain Relief,Tab,12,209.92,UPI,2519.04
832,2025-03-26,Cetirizine 10mg,Pain Relief,Bottle,2,193.02,Cash,386.04
907,2025-03-26,Ibuprofen 400mg,Gastrointestinal,Capsule,16,120.27,Cash,1924.32
956,2025-03-26,Cetirizine 10mg,Gastrointestinal,Vial,17,157.6,Cash,2679.2
1006,2025-03-26,Cetirizine 10mg,Cardiovascular,Vial,7,216.08,Card,1512.56
1118,2025-03-26,Amlodipine 5mg,Pain Relief,Capsule,10,16.88,Insurance,168.8
1123,2025-03-26,Ibuprofen 400mg,Gastrointestinal,Capsule,17,183.37,Cash,3117.29
1127,2025-03-26,Azithromycin 500mg,Antibiotics,Capsule,11,240.09,UPI,2640.99
1138,2025-03-26,Amlodipine 5mg,Vitamins & Supplements,Vial,16,238.88,Insurance,3822.08
1150,2025-03-26,Azithromycin 500mg,Vitamins & Supplements,Vial,12,67.73,Insurance,812.76
1157,2025-03-26,Amoxicillin 500mg,Allergy,Tab,1,190.86,Insurance,190.86
1187,2025-03-26,Omeprazole 20mg,Thyroid,Capsule,12,236.33,Cash,2835.96
1216,2025-03-26,Paracetamol 500mg,Thyroid,Tab,8,234.15,UPI,1873.2
1269,2025-03-26,Omeprazole 20mg,Cardiovascular,Tab,18,150.57,Cash,2710.26
1275,2025-03-26,Vitamin D3 1000IU,Gastrointestinal,Bottle,1,231.68,Insurance,231.68
1286,2025-03-26,Pantoprazole 40mg,Antibiotics,Capsule,10,43.17,Card,431.7
1355,2025-03-26,Cetirizine 10mg,Vitamins & Supplements,Vial,24,48.98,Insurance,1175.52
1446,2025-03-26,Azithromycin 500mg,Cardiovascular,Capsule,9,73.19,Card,658.71
1459,2025-03-26,Amoxicillin 500mg,Diabetes,Capsule,5,163.29,Insurance,816.45
1463,2025-03-26,Azithromycin 500mg,Thyroid,Vial,13,145.83,Card,1895.79
1501,2025-03-26,Omeprazole 20mg,Pain Relief,Strip,5,18.41,Insurance,92.05
1522,2025-03-26,Pantoprazole 40mg,Gastrointestinal,Tab,1,135.46,Cash,135.46
1527,2025-03-26,Vitamin D3 1000IU,Cardiovascular,Vial,17,237.07,Card,4030.19
1555,2025-03-26,Vitamin D3 1000IU,Gastrointestinal,Bottle,10,195.71,UPI,1957.1
1731,2025-03-26,Ibuprofen 400mg,Antibiotics,Bottle,18,69.13,UPI,1244.34
1773,2025-03-26,Paracetamol 500mg,Vitamins & Supplements,Strip,5,200.79,Cash,1003.95
1787,2025-03-26,Omeprazole 20mg,Thyroid,Capsule,21,198.6,Card,4170.6
1823,2025-03-26,Omeprazole 20mg,Thyroid,Bottle,10,95.0,Insurance,950.0
1880,2025-03-26,Atorvastatin 10mg,Gastrointestinal,Strip,1,92.1,UPI,92.1
1883,2025-03-26,Amlodipine 5mg,Thyroid,Vial,17,121.52,UPI,2065.84
1891,2025-03-26,Pantoprazole 40mg,Antibiotics,Tab,18,183.29,Card,3299.22
1931,2025-03-26,Metformin 500mg,Pain Relief,Bottle,13,199.37,UPI,2591.81
37,2025-03-27,Ibuprofen 400mg,Thyroid,Vial,12,119.26,UPI,1431.12
161,2025-03-27,Atorvastatin 10mg,Diabetes,Strip,15,125.85,Cash,1887.75
175,2025-03-27,Omeprazole 20mg,Diabetes,Tab,24,218.97,Cash,5255.28
227,2025-03-27,Levothyroxine 50mcg,Pain Relief,Strip,14,82.44,UPI,1154.16
236,2025-03-27,Amlodipine 5mg,Gastrointestinal,Capsule,9,21.84,UPI,196.56
420,2025-03-27,Pantoprazole 40mg,Antibiotics,Vial,23,115.14,Card,2648.22
421,2025-03-27,Ibuprofen 400mg,Gastrointestinal,Bottle,20,144.8,Card,2896.0
479,2025-03-27,Amlodipine 5mg,Vitamins & Supplements,Capsule,17,152.62,Cash,2594.54
654,2025-03-27,Levothyroxine 50mcg,Pain Relief,Capsule,8,19.95,Cash,159.6
803,2025-03-27,Atorvastatin 10mg,Diabetes,Tab,6,118.05,UPI,708.3
830,2025-03-27,Pantoprazole 40mg,Cardiovascular,Strip,9,41.57,Card,374.13
917,2025-03-27,Amoxicillin 500mg,Allergy,Capsule,19,194.45,UPI,3694.55
960,2025-03-27,Azithromycin 500mg,Antibiotics,Capsule,13,69.65,Card,905.45
1044,2025-03-27,Omeprazole 20mg,Gastrointestinal,Vial,4,152.49,Card,609.96
1099,2025-03-27,Vitamin D3 1000IU,Gastrointestinal,Tab,10,249.13,UPI,2491.3
1125,2025-03-27,Vitamin D3 1000IU,Pain Relief,Vial,7,221.26,Cash,1548.82
1402,2025-03-27,Vitamin D3 1000IU,Thyroid,Capsule,20,235.02,Insurance,4700.4
1409,2025-03-27,Azithromycin 500mg,Antibiotics,Tab,14,94.61,Card,1324.54
1440,2025-03-27,Ibuprofen 400mg,Cardiovascular,Bottle,20,203.16,Insurance,4063.2
1448,2025-03-27,Amoxicillin 500mg,Pain Relief,Bottle,1,213.43,Cash,213.43
1533,2025-03-27,Ibuprofen 400mg,Gastrointestinal,Vial,24,181.33,Card,4351.92
1535,2025-03-27,Ibuprofen 400mg,Diabetes,Capsule,18,225.68,UPI,4062.24
1758,2025-03-27,Azithromycin 500mg,Pain Relief,Capsule,3,154.81,Insurance,464.43
1762,2025-03-27,Atorvastatin 10mg,Thyroid,Capsule,14,246.46,UPI,3450.44
40,2025-03-28,Cetirizine 10mg,Vitamins & Supplements,Capsule,20,143.96,Cash,2879.2
69,2025-03-28,Ibuprofen 400mg,Diabetes,Bottle,24,57.51,Insurance,1380.24
145,2025-03-28,Levothyroxine 50mcg,Gastrointestinal,Vial,11,82.39,Insurance,906.29
205,2025-03-28,Metformin 500mg,Gastrointestinal,Vial,12,207.41,Card,2488.92
212,2025-03-28,Levothyroxine 50mcg,Cardiovascular,Vial,5,54.81,UPI,274.05
213,2025-03-28,Ibuprofen 400mg,Cardiovascular,Tab,22,164.65,UPI,3622.3
221,2025-03-28,Vitamin D3 1000IU,Thyroid,Capsule,2,229.46,Insurance,458.92
269,2025-03-28,Omeprazole 20mg,Antibiotics,Tab,2,117.96,Card,235.92
329,2025-03-28,Levothyroxine 50mcg,Antibiotics,Vial,17,202.75,Insurance,3446.75
426,2025-03-28,Ibuprofen 400mg,Diabetes,Tab,24,236.19,UPI,5668.56
438,2025-03-28,Amoxicillin 500mg,Gastrointestinal,Bottle,3,49.79,Card,149.37
516,2025-03-28,Cetirizine 10mg,Allergy,Tab,9,57.45,Cash,517.05
567,2025-03-28,Amlodipine 5mg,Diabetes,Vial,16,81.22,Cash,1299.52
